<#f0f000>:Special Moves:</>
Roll Forward			[~F]
Roll Backward			[~B]
Lariat			^A_+^B_+^C
Lariat			^X_+^Y_+^Z
Zero Counter			_QBD^X/^Y/^Z
Power Charge			[^B]
Throw			[~F]
Standing Heavy Punch			[~F]
Crouching Heavy Punch			[~D]
Crouching Heavy Kick			[~D]
Crouching Medium Punch			[~D]
Crouching Medium Kick			[~D]
Crouching Light Punch			[~D]
Crouching Light Kick			[~D]
Jumping Heavy Kick			[~D]
Jumping Heavy Kick			[~U]
Jumping Heavy Kick			[~D]
Jumping Heavy Kick			[~U]
Neutral Jumping Medium Kick			[~D]
Neutral Jumping Medium Kick			[~D]
