
; Movelists made by ShadenXa.
; _________________________________________
;| Game/Universal Mechanics |
; ¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
[Legend]
text = "Directional Inputs:"
text = "→: Forward"
text = "←: Back"
text = "↑: Up / Jump"
text = "↓: Down / Crouch"
text = " "
text = "Button Abbreviations:"
text = "LP (x), MP (y), HP (z): Light, Medium, Heavy Punch"
text = "LK (a), MK (b), HK (c): Light, Medium, Heavy Kick"
text = "W: Echo / Tag Shift Fwd"
text = "D: Tag Shift Back"

;====================<MOVEMENT & DEFENSE>====================
[Command]
name = "ROLL / SPOT DODGE"
command =
time = 0
text = "Roll (move): → or ← + LP + LK"
text = "Spot Dodge (in place): LP + LK (Neutral)"
text = "Invincible movement options to evade attacks."

[Command]
name = "SUPER JUMP"
command =
time = 0
text = "Input: Tap ↓ then ↑ quickly"
text = "A high jump that travels further than normal."

[Command]
name = "FLOAT"
command =
time = 0
text = "Input: Tap ↓ then ↑ quickly then hold up to"
text = "Float and Down to fast fall. This can also"
text = "Be Done While Attacking"
text = "A jump that allows for mix ups".

[Command]
name = "AIRDASH"
command =
time = 0
text = "Input: →→ or ←← in the air"
text = "Standard speed normally."
text = "Becomes fast TELEPORT speed in Awakening Mode."

[Command]
name = "PARRY"
command =
time = 0
text = "Input: Tap → (High/Mid) or ↓ (Low) just before impact."
text = "Deflects an attack without taking chip damage."

[Command]
name = "GUARD CANCEL / ALPHA COUNTER"
command =
time = 0
text = "Input: → + LP + LK (While Blocking)"
text = "Cost: 1 Bar."
text = "Counter attack directly out of blockstun."

;====================<OFFENSIVE MECHANICS>====================
[Command]
name = "RUSH DASH"
command =
time = 0
text = "Input: Press any Attack button while Dashing (→→)"
text = "Performs a sliding attack from a run."

[Command]
name = "DASH CANCEL"
command =
time = 0
text = "Input: Tap →→ after a grounded normal hits/blocks."
text = "Cancels the recovery of the move to extend pressure."

[Command]
name = "ECHOES"
command =
time = 0
text = "Input: Hold 'W' while performing a Special Move."
text = "Creates a clone that performs the move, consuming Echo Meter."

[Command]
name = "NEUTRAL CANCEL"
command =
time = 0
text = "Input: HP + LK (z + a)"
text = "Cost: 1000 Power (1 Bar)"
text = "Cancels any attack on hit/block. Resets you to neutral state"
text = "and briefly vacuums/binds the opponent for extended combos."

[Command]
name = "PERFECT BREAKER"
command =
time = 0
text = "Input: HP + MK (z + b)"
text = "Condition: While getting hit (Hitstun)"
text = "Invincible shockwave that blows the opponent away."
text = "Uses a COOLDOWN system, not Meter."

[Command]
name = "CUSTOM COMBO / POWER UP"
command =
time = 0
text = "Input: HP + HK (z + c)"
text = "Cost: 1 Bar"
text = "Enters a powered-up state or begins a Custom Combo."

[Command]
name = "AWAKENING"
command =
time = 0
text = "Condition: Health drops below 20%"
text = "Automatic Activation. Grants the following buffs:"
text = "1. 100% Damage Increase."
text = "2. 50% Defense Increase."
text = "3. Immunity to Chip Damage."
text = "4. Airdashes become incredibly fast."

;====================<OTHER>====================
[Command]
name = "METER CHARGE"
command =
time = 0
text = "Input: Hold MP + MK (y + b)"
text = "Manually build Super Meter."

[Command]
name = "FIRST CLASH"
command =
time = 0
text = "Chance to attack before the round starts."

[Command]
name = "TAG SHIFT"
command =
time = 0
text = "Input: 'W' (Forward) or 'D' (Back)"
text = "Switches between characters in Team Mode."

; _________________________________________
;|         Common Fighting Game Inputs      |
; ¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
[Command]
name = "Quarter Circle Forward (QCF)"
command =
time = 0
text = "Input: ↓↘→ + Attack"

[Command]
name = "Dragon Punch (DP)"
command =
time = 0
text = "Input: →↓↘ + Attack"

[Command]
name = "Half Circle Back (HCB)"
command =
time = 0
text = "Input: →↘↓↙← + Attack"


; _________________________________________
;|              Character Moves             |
; ¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
;====================<SPECIAL MOVES>====================
[Command]
name = "Apical elbow"
command = 
time = 0
text = "Apical elbow: ↓ + MK+LP"

[Command]
name = "Arrow Step"
command = 
time = 0
text = "Arrow Step: ↓ + MK+MP"

[Command]
name = "Arrow Step Hard"
command = 
time = 0
text = "Arrow Step Hard: ↓ + MK+HP"

[Command]
name = "Chou Shou Ha"
command = 
time = 0
text = "Chou Shou Ha: ↓→↓→ + 2P"

[Command]
name = "Dai Geki Hou"
command = 
time = 0
text = "Dai Geki Hou: ↓→↓→ + 2K"

[Command]
name = "EX Arrow Apical"
command = 
time = 0
text = "EX Arrow Apical: ↓ + MK+HP+LP / MK+HP+MP / MK+LP+MP"

[Command]
name = "EX Dai Shou Ha"
command = 
time = 0
text = "EX Dai Shou Ha: → + 2P"

[Command]
name = "EX Fierce Thousand Feet"
command = 
time = 0
text = "EX Fierce Thousand Feet: →↓↘ + 2K"

[Command]
name = "EX Geki Hou"
command = 
time = 0
text = "EX Geki Hou: ↓→ + 2P"

[Command]
name = "EX Geki Hou Sumoned"
command = 
time = 0
text = "EX Geki Hou Sumoned: →↓↘ + 2P"

[Command]
name = "EX Stomp Kicks"
command = 
time = 0
text = "EX Stomp Kicks: ↓→ + 2K"

[Command]
name = "Fierce Foot"
command = 
time = 0
text = "Fierce Foot: →↓↘ + LK"

[Command]
name = "Fierce Thousand Feet"
command = 
time = 0
text = "Fierce Thousand Feet: →↓↘ + HK / MK"

[Command]
name = "Geki Hou"
command = 
time = 0
text = "Geki Hou: ↓→ + P (L/M/H)"

[Command]
name = "Geki Hou Sumoned"
command = 
time = 0
text = "Geki Hou Sumoned: →↓↘ + P (L/M/H)"

[Command]
name = "Head blow Right"
command = 
time = 0
text = "Head blow Right: ↓ + MK+LP"

[Command]
name = "Shou H"
command = 
time = 0
text = "Shou H: → + LP"

[Command]
name = "Shou H H"
command = 
time = 0
text = "Shou H H: → + HP"

[Command]
name = "Shou H M"
command = 
time = 0
text = "Shou H M: → + MP"

[Command]
name = "Stomp Kicks"
command = 
time = 0
text = "Stomp Kicks: ↓→ + K (L/M/H)"

[Command]
name = "Thunder Kick"
command = 
time = 0
text = "Thunder Kick: ↓ + MK+LK / MK+MK"

[Command]
name = "a"
command = 
time = 0
text = "a: LK"

[Command]
name = "a+x"
command = 
time = 0
text = "a+x: LK+LP"

[Command]
name = "b"
command = 
time = 0
text = "b: MK"

[Command]
name = "b+y"
command = 
time = 0
text = "b+y: MK+MP"

[Command]
name = "c"
command = 
time = 0
text = "c: HK"

[Command]
name = "c+z"
command = 
time = 0
text = "c+z: HK+HP"

[Command]
name = "s"
command = 
time = 0
text = "s: Start"

[Command]
name = "x"
command = 
time = 0
text = "x: LP"

[Command]
name = "y"
command = 
time = 0
text = "y: MP"

[Command]
name = "z"
command = 
time = 0
text = "z: HP"
;====================<SUPER MOVES>====================
[Command]
name = "Senpuu Gouken"
command = 
time = 0
text = "Senpuu Gouken: ↓↘→ x 2 + P (L/M/H)"
