<#f0f000>:Special Moves:</>
Hadangeki light			_QCF^X
Hadangeki medium			_QCF^Y
Hadangeki strong			_QCF^Z
Shippuga weak			_QCF^A
Shippuga medium			_QCF^B
Shippuga strong			_QCF^C
Air Sentsuizan weak			_QCF^A
Air Sentsuizan medium			_QCF^B
Air Sentsuizan strong			_QCF^C
Hienkyaku			_QCB^A
Midair A Hienkyaku			_QCB^A
Raijingeki weak			_QCB^X
Raijingeki medium			_QCB^Y
Raijingeki strong			_QCB^Z
Air hyoretsuzan weak			_QCF^X
Air hyoretsuzan medium			_QCF^Y
Air hyoretsuzan strong			_QCF^Z
Zero Counter			^Z_+^C
Throw			[~F ~F]
Throw 2			[~F ~F]
Roll Forward			[~F ~F]
Roll Back			[~B ~B]
Power Charge			[^B]
Crouching Light Punch			[~D ~D]
Crouching Medium Punch			[~D ~D]
Crouching Strong Punch			[~D ~D]
Crouching Light Kick			[~D ~D]
Crouching Medium Kick			[~D ~D]
Crouching Strong Kick			[~D ~D]
Wall Jump			[~F ~F]
Double Jump			[~U ~U]
Super Jump			_D_U

<#f0f000>:Hyper Moves:</>
Sougenmu <#bebebe>(3000)</>			_QCB_QCB^A_+^B_+^C
